,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
9623,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-25,CNBC,Credit freeze logjams at Equifax appear to be easing,https://www.cnbc.com/2017/09/25/credit-freeze-logjams-at-equifax-appear-to-be-easing.html,True,Equifax
9625,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-07,CNBC,Credit reporting firm Equifax says cybersecurity incident could potentially affect 143 million US consumers,https://www.cnbc.com/2017/09/07/credit-reporting-firm-equifax-says-cybersecurity-incident-could-potentially-affect-143-million-us-consumers.html,True,Equifax
9626,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-18,New York Post,DOJ launches criminal probe of Equifax executives,http://nypost.com/2017/09/18/doj-launches-criminal-probe-of-equifax-executives/,True,Equifax
9627,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-09,New York Times,"Data Breach Victims Talk of Initial Terror, Then Vigilance",https://www.nytimes.com/2017/09/09/business/equifax-data-breach-identity-theft-victims.html,Yes,Equifax
9628,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-07,Washington Post,Data of 143 million Americans potentially exposed in hack of credit reporting agency Equifax,https://www.washingtonpost.com/news/the-switch/wp/2017/09/07/hackers-steal-personal-data-for-143-million-americans-from-credit-reporting-agency-equifax/,Yes,Equifax
9629,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-15,New York Post,"Elizabeth Warren introduces Equifax bill, launches probe",http://nypost.com/2017/09/15/elizabeth-warren-introduces-equifax-bill-launches-probe/,True,Equifax
9630,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-13,Washington Post,Equifax,https://www.washingtonpost.com/news/the-switch/wp/2017/09/13/i-called-equifax-with-a-simple-question-this-is-what-happened/?utm_term=.e17916defb6c,Yes,Equifax
9631,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-26,The Guardian,Equifax  Beleaguered chief executive out in wake of massive data breach,https://www.theguardian.com/business/2017/sep/26/equifax-boss-richard-smith-retires-data-breach,True,Equifax
9633,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-03,New York Times,"Equifax Breach Caused by Employee’s Error, Former C.E.O. Says",https://www.nytimes.com/2017/10/03/business/equifax-congress-data-breach.html,True,Equifax
9634,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-26,New York Times,Equifax C.E.O. Stepping Down After Data BreachRichard Smith faced intense criticism for a breach that exposed the personal information of up to 143 million people.Many also found the credit reporting agency’s response to the crisis lackluster.,https://www.nytimes.com/2017/09/26/business/equifax-ceo.html,Yes,Equifax
9635,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-26,USA Today,Equifax CEO exit leaves hot spotlight on the firm,https://www.usatoday.com/story/money/2017/09/26/equifax-ceos-exit-leaves-hot-spotlight-credit-reporting-company/705016001/,Yes,Equifax
9636,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-26,USA Today,Equifax CEO retiring amid cyberbreach fallout,https://www.usatoday.com/story/money/2017/09/26/equifax-ceo-retiring-amid-cyberbreach-fallout/703173001/,True,Equifax
9638,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-26,New York Post,Equifax CEO steps down amid hacking scandal,http://nypost.com/2017/09/26/equifax-ceo-to-step-down-amid-hacking-scandal/,Yes,Equifax
9639,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-26,CNBC,Equifax CEO walks away with $18 million after data breach affecting half the US occurs on his watch,https://www.cnbc.com/2017/09/26/equifax-ceo-walks-away-with-18-million-pension-benefit.html,True,Equifax
9640,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-12,CNBC,Equifax CEO: 'We will make changes',https://www.cnbc.com/2017/09/12/in-usa-today-op-ed-equifax-ceo-richard-f-smith-says-we-will-make-changes.html,True,Equifax
9641,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-02,New York Post,Equifax CEO: Execs failed to act on Homeland Security warning,http://nypost.com/2017/10/02/equifax-ceo-execs-failed-to-act-on-homeland-security-warning/,Yes,Equifax
9642,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-07,New York Times,Equifax Says Data of 143 Million in U.S. Exposed in Breach,https://www.nytimes.com/2017/09/07/business/equifax-cyberattack.html,Yes,Equifax
9643,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-16,New York Times,Equifax Security and Information Chiefs Are Out After Hack,https://www.nytimes.com/2017/09/14/business/equifax-hack-what-we-know.html,Yes,Equifax
9644,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-18,CNBC,Equifax acknowledges a second security 'incident' happened in March,https://www.cnbc.com/2017/09/18/equifax-acknowledges-second-security-incident-march.html,True,Equifax
