,year,corpName,breachType,numRecords,industry,numCustomers,numEmployees,recordType,sensitivity
8840,2011,JPMorgan Chase,Password Guessing,986178,Finance,,,,
9454,2011,JPMorgan Chase,Malware,586310,Finance,,,,
11424,2011,JPMorgan Chase,DDoS Attack,564881,Finance,,,,
12291,2011,JPMorgan Chase,Physical Breach,168246,Government,,,,
314,2012,JPMorgan Chase,Physical Breach,515416,Finance,,,,
1821,2012,JPMorgan Chase,DDoS Attack,847835,Finance,,,,
3526,2012,JPMorgan Chase,Ransomware,908153,Finance,,,,
6059,2012,JPMorgan Chase,Password Guessing,66261,Finance,,,,
6459,2012,JPMorgan Chase,Phishing,555306,Finance,,,,
8175,2012,JPMorgan Chase,Malware,584722,Finance,,,,
8312,2012,JPMorgan Chase,DDoS Attack,36479,Finance,,,,
8966,2012,JPMorgan Chase,Ransomware,798698,Finance,,,,
9578,2012,JPMorgan Chase,Ransomware,76810,Finance,,,,
9724,2012,JPMorgan Chase,Password Guessing,436537,Finance,,,,
12012,2012,JPMorgan Chase,DDoS Attack,140543,Healthcare,,,,
239,2013,JPMorgan Chase,DDoS Attack,764119,Finance,,,,
1104,2013,JPMorgan Chase,Password Guessing,784106,Finance,,,,
1715,2013,JPMorgan Chase,DDoS Attack,879603,Finance,,,,
2435,2013,JPMorgan Chase,Insider Threat,5913,Finance,,,,
3673,2013,JPMorgan Chase,Password Guessing,505679,Finance,,,,
4977,2013,JPMorgan Chase,Phishing,902360,Finance,,,,
8499,2013,JPMorgan Chase,Physical Breach,127828,Finance,,,,
9555,2013,JPMorgan Chase,Ransomware,923484,Finance,,,,
10218,2013,JPMorgan Chase,Insider Threat,660187,Government,,,,
310,2014,JPMorgan Chase,Malware,845809,Finance,,,,
1642,2014,JPMorgan Chase,Phishing,505618,Finance,,,,
3130,2014,JPMorgan Chase,DDoS Attack,226979,Finance,,,,
4056,2014,JPMorgan Chase,Phishing,363146,Finance,,,,
4657,2014,JPMorgan Chase,Physical Breach,240685,Finance,,,,
4745,2014,JPMorgan Chase,Malware,343906,Finance,,,,
5607,2014,JPMorgan Chase,Malware,389185,Finance,,,,
5817,2014,JPMorgan Chase,Physical Breach,523985,Finance,,,,
7070,2014,JPMorgan Chase,Insider Threat,101284,Finance,,,,
7164,2014,JPMorgan Chase,Physical Breach,974863,Finance,,,,
7526,2014,JPMorgan Chase,Insider Threat,248590,Finance,,,,
7621,2014,JPMorgan Chase,Physical Breach,176587,Finance,,,,
8727,2014,JPMorgan Chase,DDoS Attack,197457,Finance,,,,
9272,2014,JPMorgan Chase,Insider Threat,890042,Finance,,,,
1179,2015,JPMorgan Chase,Phishing,822079,Finance,,,,
1361,2015,JPMorgan Chase,Phishing,240751,Finance,,,,
4171,2015,JPMorgan Chase,DDoS Attack,62110,Finance,,,,
4545,2015,JPMorgan Chase,Password Guessing,415333,Finance,,,,
4799,2015,JPMorgan Chase,Malware,620013,Finance,,,,
8736,2015,JPMorgan Chase,Ransomware,643750,Finance,,,,
9614,2015,JPMorgan Chase,Insider Threat,190292,Finance,,,,
10857,2015,JPMorgan Chase,Phishing,393568,Finance,,,,
11205,2015,JPMorgan Chase,Malware,631637,Healthcare,,,,
11404,2015,JPMorgan Chase,Password Guessing,663801,Retail,,,,
12059,2015,JPMorgan Chase,DDoS Attack,139717,Technology,,,,
1140,2016,JPMorgan Chase,DDoS Attack,497550,Finance,,,,
1998,2016,JPMorgan Chase,Ransomware,344569,Finance,,,,
2876,2016,JPMorgan Chase,Ransomware,547328,Finance,,,,
4163,2016,JPMorgan Chase,Malware,33832,Finance,,,,
4667,2016,JPMorgan Chase,Physical Breach,439546,Finance,,,,
7039,2016,JPMorgan Chase,Insider Threat,752378,Finance,,,,
7572,2016,JPMorgan Chase,Password Guessing,760788,Finance,,,,
10018,2016,JPMorgan Chase,Malware,430183,Technology,,,,
10839,2016,JPMorgan Chase,Malware,342847,Government,,,,
11042,2016,JPMorgan Chase,Malware,508552,Government,,,,
11155,2016,JPMorgan Chase,Malware,122525,Healthcare,,,,
1091,2017,JPMorgan Chase,Password Guessing,366093,Finance,,,,
1667,2017,JPMorgan Chase,Phishing,451597,Finance,,,,
1697,2017,JPMorgan Chase,Password Guessing,795114,Finance,,,,
5458,2017,JPMorgan Chase,Ransomware,41571,Finance,,,,
6647,2017,JPMorgan Chase,Insider Threat,516558,Finance,,,,
7216,2017,JPMorgan Chase,Ransomware,492907,Finance,,,,
9450,2017,JPMorgan Chase,Physical Breach,47787,Finance,,,,
12003,2017,JPMorgan Chase,Insider Threat,174660,Retail,,,,
1009,2018,JPMorgan Chase,Physical Breach,661943,Finance,,,,
1853,2018,JPMorgan Chase,Ransomware,832994,Finance,,,,
2499,2018,JPMorgan Chase,DDoS Attack,247517,Finance,,,,
2517,2018,JPMorgan Chase,Ransomware,698888,Finance,,,,
4329,2018,JPMorgan Chase,Ransomware,117873,Finance,,,,
4619,2018,JPMorgan Chase,Ransomware,490806,Finance,,,,
5721,2018,JPMorgan Chase,Ransomware,470839,Finance,,,,
7902,2018,JPMorgan Chase,Malware,168663,Finance,,,,
8728,2018,JPMorgan Chase,Physical Breach,816981,Finance,,,,
10003,2018,JPMorgan Chase,Phishing,816141,Government,,,,
10837,2018,JPMorgan Chase,Physical Breach,838712,Finance,,,,
12127,2018,JPMorgan Chase,Phishing,216081,Government,,,,
3040,2019,JPMorgan Chase,Malware,582024,Finance,,,,
5768,2019,JPMorgan Chase,Phishing,455510,Finance,,,,
6554,2019,JPMorgan Chase,Malware,133224,Finance,,,,
7875,2019,JPMorgan Chase,Ransomware,301255,Finance,,,,
7958,2019,JPMorgan Chase,Phishing,645907,Finance,,,,
8316,2019,JPMorgan Chase,Insider Threat,301097,Finance,,,,
10525,2019,JPMorgan Chase,Ransomware,61930,Government,,,,
1523,2020,JPMorgan Chase,DDoS Attack,657013,Finance,,,,
4482,2020,JPMorgan Chase,Malware,381744,Finance,,,,
5975,2020,JPMorgan Chase,Insider Threat,754820,Finance,,,,
6484,2020,JPMorgan Chase,Insider Threat,317390,Finance,,,,
7382,2020,JPMorgan Chase,Physical Breach,126451,Finance,,,,
8698,2020,JPMorgan Chase,Malware,123939,Finance,,,,
10337,2020,JPMorgan Chase,Insider Threat,551604,Healthcare,,,,
10926,2020,JPMorgan Chase,Password Guessing,166927,Healthcare,,,,
357,2021,JPMorgan Chase,Password Guessing,581684,Finance,,,,
726,2021,JPMorgan Chase,Malware,147668,Finance,,,,
5077,2021,JPMorgan Chase,Insider Threat,93980,Finance,,,,
5570,2021,JPMorgan Chase,Phishing,970676,Finance,,,,
6361,2021,JPMorgan Chase,Malware,604226,Finance,,,,
8419,2021,JPMorgan Chase,Malware,356699,Finance,,,,
9291,2021,JPMorgan Chase,Insider Threat,650204,Finance,,,,
12364,2021,JPMorgan Chase,Malware,405302,Retail,,,,
208,2022,JPMorgan Chase,Phishing,609455,Finance,,,,
822,2022,JPMorgan Chase,Phishing,292897,Finance,,,,
1111,2022,JPMorgan Chase,Ransomware,97901,Finance,,,,
1614,2022,JPMorgan Chase,DDoS Attack,475489,Finance,,,,
1744,2022,JPMorgan Chase,Physical Breach,188123,Finance,,,,
2015,2022,JPMorgan Chase,DDoS Attack,276903,Finance,,,,
2064,2022,JPMorgan Chase,Malware,133649,Finance,,,,
2546,2022,JPMorgan Chase,Insider Threat,56439,Finance,,,,
2647,2022,JPMorgan Chase,DDoS Attack,138669,Finance,,,,
3959,2022,JPMorgan Chase,Physical Breach,263443,Finance,,,,
4655,2022,JPMorgan Chase,Password Guessing,654450,Finance,,,,
8229,2022,JPMorgan Chase,Password Guessing,737258,Finance,,,,
8404,2022,JPMorgan Chase,Password Guessing,701421,Finance,,,,
8668,2022,JPMorgan Chase,Malware,308622,Finance,,,,
9273,2022,JPMorgan Chase,Phishing,774307,Finance,,,,
9822,2022,JPMorgan Chase,Ransomware,513656,Finance,,,,
1652,2023,JPMorgan Chase,Phishing,656303,Finance,,,,
4032,2023,JPMorgan Chase,Physical Breach,211003,Finance,,,,
4283,2023,JPMorgan Chase,Physical Breach,921944,Finance,,,,
4419,2023,JPMorgan Chase,Insider Threat,669154,Finance,,,,
7362,2023,JPMorgan Chase,DDoS Attack,220007,Finance,,,,
7452,2023,JPMorgan Chase,Physical Breach,692287,Finance,,,,
7533,2023,JPMorgan Chase,Ransomware,686859,Finance,,,,
9016,2023,JPMorgan Chase,Password Guessing,917324,Finance,,,,
11252,2023,JPMorgan Chase,Ransomware,602217,Technology,,,,
286,2024,JPMorgan Chase,Ransomware,370844,Finance,,,,
794,2024,JPMorgan Chase,Physical Breach,169137,Finance,,,,
842,2024,JPMorgan Chase,Physical Breach,400591,Finance,,,,
1125,2024,JPMorgan Chase,DDoS Attack,363914,Finance,,,,
1781,2024,JPMorgan Chase,DDoS Attack,451756,Finance,,,,
3398,2024,JPMorgan Chase,DDoS Attack,802245,Finance,,,,
3503,2024,JPMorgan Chase,Malware,503894,Finance,,,,
4118,2024,JPMorgan Chase,DDoS Attack,15545,Finance,,,,
5566,2024,JPMorgan Chase,DDoS Attack,765564,Finance,,,,
7163,2024,JPMorgan Chase,DDoS Attack,417010,Finance,,,,
7600,2024,JPMorgan Chase,DDoS Attack,95609,Finance,,,,
8033,2024,JPMorgan Chase,DDoS Attack,827478,Finance,,,,
9003,2024,JPMorgan Chase,DDoS Attack,973384,Finance,,,,
11669,2024,JPMorgan Chase,Phishing,884772,Healthcare,,,,
996,2000,Johns Hopkins,Phishing,377149,Healthcare,,,,
1857,2000,Johns Hopkins,DDoS Attack,157957,Healthcare,,,,
2847,2000,Johns Hopkins,Phishing,218406,Healthcare,,,,
4255,2000,Johns Hopkins,Insider Threat,416980,Healthcare,,,,
5226,2000,Johns Hopkins,Malware,83874,Healthcare,,,,
11395,2000,Johns Hopkins,Phishing,996938,Healthcare,,,,
3829,2001,Johns Hopkins,Password Guessing,751902,Healthcare,,,,
4586,2001,Johns Hopkins,DDoS Attack,154869,Healthcare,,,,
5786,2001,Johns Hopkins,Insider Threat,283837,Healthcare,,,,
6541,2001,Johns Hopkins,Ransomware,932943,Healthcare,,,,
6886,2001,Johns Hopkins,DDoS Attack,451464,Healthcare,,,,
8133,2001,Johns Hopkins,Ransomware,889968,Healthcare,,,,
8249,2001,Johns Hopkins,DDoS Attack,296290,Healthcare,,,,
9620,2001,Johns Hopkins,Physical Breach,418982,Healthcare,,,,
9741,2001,Johns Hopkins,Physical Breach,282567,Healthcare,,,,
10529,2001,Johns Hopkins,Phishing,17686,Retail,,,,
12242,2001,Johns Hopkins,Password Guessing,558353,Healthcare,,,,
75,2002,Johns Hopkins,Malware,472213,Healthcare,,,,
691,2002,Johns Hopkins,Physical Breach,314081,Healthcare,,,,
1108,2002,Johns Hopkins,Ransomware,878981,Healthcare,,,,
1514,2002,Johns Hopkins,Ransomware,921420,Healthcare,,,,
3754,2002,Johns Hopkins,Malware,331157,Healthcare,,,,
7936,2002,Johns Hopkins,Phishing,34511,Healthcare,,,,
8403,2002,Johns Hopkins,Password Guessing,949104,Healthcare,,,,
8841,2002,Johns Hopkins,Physical Breach,87802,Healthcare,,,,
10172,2002,Johns Hopkins,Phishing,813279,Technology,,,,
12080,2002,Johns Hopkins,Insider Threat,73169,Finance,,,,
66,2003,Johns Hopkins,Insider Threat,670536,Healthcare,,,,
2400,2003,Johns Hopkins,Physical Breach,906421,Healthcare,,,,
2451,2003,Johns Hopkins,Password Guessing,9838,Healthcare,,,,
5140,2003,Johns Hopkins,Phishing,144374,Healthcare,,,,
5333,2003,Johns Hopkins,Physical Breach,98657,Healthcare,,,,
6599,2003,Johns Hopkins,Ransomware,800058,Healthcare,,,,
8006,2003,Johns Hopkins,Malware,394682,Healthcare,,,,
9335,2003,Johns Hopkins,Ransomware,713223,Healthcare,,,,
9480,2003,Johns Hopkins,Phishing,262416,Healthcare,,,,
10303,2003,Johns Hopkins,Malware,734993,Government,,,,
11513,2003,Johns Hopkins,DDoS Attack,132264,Finance,,,,
11750,2003,Johns Hopkins,Password Guessing,75425,Government,,,,
455,2004,Johns Hopkins,Password Guessing,746941,Healthcare,,,,
496,2004,Johns Hopkins,Phishing,839663,Healthcare,,,,
7879,2004,Johns Hopkins,Insider Threat,330318,Healthcare,,,,
7930,2004,Johns Hopkins,Insider Threat,489802,Healthcare,,,,
8805,2004,Johns Hopkins,Ransomware,471474,Healthcare,,,,
8855,2004,Johns Hopkins,Password Guessing,130848,Healthcare,,,,
10021,2004,Johns Hopkins,Physical Breach,469800,Technology,,,,
10523,2004,Johns Hopkins,Ransomware,143089,Technology,,,,
3957,2005,Johns Hopkins,Ransomware,803006,Healthcare,,,,
6353,2005,Johns Hopkins,Malware,306637,Healthcare,,,,
6494,2005,Johns Hopkins,Ransomware,799640,Healthcare,,,,
7282,2005,Johns Hopkins,Ransomware,67239,Healthcare,,,,
8711,2005,Johns Hopkins,Malware,502637,Healthcare,,,,
9063,2005,Johns Hopkins,Ransomware,333083,Healthcare,,,,
9300,2005,Johns Hopkins,Phishing,910051,Healthcare,,,,
10634,2005,Johns Hopkins,Physical Breach,175918,Government,,,,
12055,2005,Johns Hopkins,Ransomware,63975,Technology,,,,
445,2006,Johns Hopkins,Password Guessing,153205,Healthcare,,,,
821,2006,Johns Hopkins,Ransomware,68603,Healthcare,,,,
3587,2006,Johns Hopkins,Physical Breach,243001,Healthcare,,,,
4742,2006,Johns Hopkins,Insider Threat,748235,Healthcare,,,,
6983,2006,Johns Hopkins,Malware,489206,Healthcare,,,,
7078,2006,Johns Hopkins,Ransomware,70507,Healthcare,,,,
9868,2006,Johns Hopkins,Insider Threat,75071,Healthcare,,,,
10004,2006,Johns Hopkins,Phishing,868054,Healthcare,,,,
1455,2007,Johns Hopkins,Password Guessing,717724,Healthcare,,,,
2524,2007,Johns Hopkins,Insider Threat,866303,Healthcare,,,,
2979,2007,Johns Hopkins,Ransomware,988827,Healthcare,,,,
3200,2007,Johns Hopkins,Physical Breach,465904,Healthcare,,,,
8545,2007,Johns Hopkins,Phishing,73337,Healthcare,,,,
9880,2007,Johns Hopkins,Insider Threat,352412,Healthcare,,,,
10376,2007,Johns Hopkins,Physical Breach,569649,Healthcare,,,,
10438,2007,Johns Hopkins,Physical Breach,222715,Healthcare,,,,
11223,2007,Johns Hopkins,DDoS Attack,977771,Retail,,,,
11755,2007,Johns Hopkins,Physical Breach,506537,Retail,,,,
12137,2007,Johns Hopkins,Phishing,128269,Technology,,,,
2218,2008,Johns Hopkins,DDoS Attack,248793,Healthcare,,,,
3149,2008,Johns Hopkins,Phishing,296536,Healthcare,,,,
3154,2008,Johns Hopkins,Phishing,973178,Healthcare,,,,
3956,2008,Johns Hopkins,Ransomware,29111,Healthcare,,,,
4838,2008,Johns Hopkins,Physical Breach,245775,Healthcare,,,,
5993,2008,Johns Hopkins,Physical Breach,710030,Healthcare,,,,
7650,2008,Johns Hopkins,Insider Threat,984801,Healthcare,,,,
8234,2008,Johns Hopkins,Password Guessing,391613,Healthcare,,,,
8679,2008,Johns Hopkins,Insider Threat,553493,Healthcare,,,,
8942,2008,Johns Hopkins,Physical Breach,70997,Healthcare,,,,
9626,2008,Johns Hopkins,Malware,978349,Healthcare,,,,
10437,2008,Johns Hopkins,Malware,910652,Retail,,,,
11731,2008,Johns Hopkins,Physical Breach,11524,Technology,,,,
331,2009,Johns Hopkins,Malware,137543,Healthcare,,,,
962,2009,Johns Hopkins,Insider Threat,738435,Healthcare,,,,
1854,2009,Johns Hopkins,Ransomware,308914,Healthcare,,,,
2162,2009,Johns Hopkins,Ransomware,688894,Healthcare,,,,
2766,2009,Johns Hopkins,DDoS Attack,986007,Healthcare,,,,
2782,2009,Johns Hopkins,Physical Breach,290712,Healthcare,,,,
2882,2009,Johns Hopkins,Malware,961817,Healthcare,,,,
3133,2009,Johns Hopkins,Insider Threat,759161,Healthcare,,,,
3433,2009,Johns Hopkins,Ransomware,473978,Healthcare,,,,
4889,2009,Johns Hopkins,Physical Breach,626194,Healthcare,,,,
7241,2009,Johns Hopkins,Ransomware,967670,Healthcare,,,,
7822,2009,Johns Hopkins,Password Guessing,976465,Healthcare,,,,
8205,2009,Johns Hopkins,Phishing,360682,Healthcare,,,,
8961,2009,Johns Hopkins,DDoS Attack,54934,Healthcare,,,,
9025,2009,Johns Hopkins,Malware,173195,Healthcare,,,,
9346,2009,Johns Hopkins,Ransomware,781926,Healthcare,,,,
9913,2009,Johns Hopkins,DDoS Attack,842424,Healthcare,,,,
10852,2009,Johns Hopkins,Password Guessing,70437,Finance,,,,
11443,2009,Johns Hopkins,Phishing,386360,Finance,,,,
173,2010,Johns Hopkins,Password Guessing,917328,Healthcare,,,,
614,2010,Johns Hopkins,Password Guessing,799717,Healthcare,,,,
1075,2010,Johns Hopkins,Physical Breach,682805,Healthcare,,,,
2414,2010,Johns Hopkins,DDoS Attack,279791,Healthcare,,,,
4975,2010,Johns Hopkins,Ransomware,714089,Healthcare,,,,
7260,2010,Johns Hopkins,Phishing,274013,Healthcare,,,,
9355,2010,Johns Hopkins,Password Guessing,245425,Healthcare,,,,
9757,2010,Johns Hopkins,Insider Threat,966565,Healthcare,,,,
9789,2010,Johns Hopkins,Ransomware,48021,Healthcare,,,,
11854,2010,Johns Hopkins,Ransomware,671517,Healthcare,,,,
2996,2011,Johns Hopkins,Physical Breach,889209,Healthcare,,,,
4196,2011,Johns Hopkins,Phishing,404457,Healthcare,,,,
4587,2011,Johns Hopkins,DDoS Attack,903430,Healthcare,,,,
10849,2011,Johns Hopkins,Ransomware,181923,Retail,,,,
11144,2011,Johns Hopkins,Malware,293523,Technology,,,,
736,2012,Johns Hopkins,Ransomware,202512,Healthcare,,,,
1710,2012,Johns Hopkins,Insider Threat,973289,Healthcare,,,,
1861,2012,Johns Hopkins,Malware,981600,Healthcare,,,,
1940,2012,Johns Hopkins,DDoS Attack,850206,Healthcare,,,,
2338,2012,Johns Hopkins,Malware,855125,Healthcare,,,,
3212,2012,Johns Hopkins,Password Guessing,557553,Healthcare,,,,
3989,2012,Johns Hopkins,Physical Breach,44519,Healthcare,,,,
5663,2012,Johns Hopkins,Ransomware,496132,Healthcare,,,,
6909,2012,Johns Hopkins,Phishing,698691,Healthcare,,,,
6920,2012,Johns Hopkins,DDoS Attack,81606,Healthcare,,,,
7854,2012,Johns Hopkins,Ransomware,617200,Healthcare,,,,
9409,2012,Johns Hopkins,Malware,713152,Healthcare,,,,
404,2013,Johns Hopkins,DDoS Attack,707331,Healthcare,,,,
826,2013,Johns Hopkins,Malware,703173,Healthcare,,,,
2954,2013,Johns Hopkins,Phishing,147328,Healthcare,,,,
3114,2013,Johns Hopkins,Insider Threat,88858,Healthcare,,,,
3329,2013,Johns Hopkins,Insider Threat,222521,Healthcare,,,,
3476,2013,Johns Hopkins,Phishing,217010,Healthcare,,,,
4389,2013,Johns Hopkins,Phishing,588717,Healthcare,,,,
4683,2013,Johns Hopkins,Physical Breach,297756,Healthcare,,,,
7646,2013,Johns Hopkins,Insider Threat,532915,Healthcare,,,,
8360,2013,Johns Hopkins,Password Guessing,978471,Healthcare,,,,
10595,2013,Johns Hopkins,Phishing,142062,Government,,,,
569,2014,Johns Hopkins,Ransomware,242358,Healthcare,,,,
1388,2014,Johns Hopkins,Ransomware,738781,Healthcare,,,,
2182,2014,Johns Hopkins,Malware,252236,Healthcare,,,,
2212,2014,Johns Hopkins,Malware,153199,Healthcare,,,,
2613,2014,Johns Hopkins,Malware,961369,Healthcare,,,,
5540,2014,Johns Hopkins,Ransomware,112892,Healthcare,,,,
6243,2014,Johns Hopkins,Ransomware,338591,Healthcare,,,,
6270,2014,Johns Hopkins,Password Guessing,154993,Healthcare,,,,
6349,2014,Johns Hopkins,Ransomware,227000,Healthcare,,,,
7050,2014,Johns Hopkins,Insider Threat,448487,Healthcare,,,,
8331,2014,Johns Hopkins,Ransomware,731067,Healthcare,,,,
9368,2014,Johns Hopkins,Ransomware,558341,Healthcare,,,,
11594,2014,Johns Hopkins,Insider Threat,212152,Technology,,,,
12169,2014,Johns Hopkins,Ransomware,772122,Healthcare,,,,
133,2015,Johns Hopkins,DDoS Attack,480770,Healthcare,,,,
2576,2015,Johns Hopkins,Ransomware,807048,Healthcare,,,,
7966,2015,Johns Hopkins,Malware,906689,Healthcare,,,,
9071,2015,Johns Hopkins,Physical Breach,493038,Healthcare,,,,
9100,2015,Johns Hopkins,Phishing,944762,Healthcare,,,,
9213,2015,Johns Hopkins,Ransomware,863769,Healthcare,,,,
9806,2015,Johns Hopkins,Malware,411598,Healthcare,,,,
3769,2016,Johns Hopkins,Physical Breach,73704,Healthcare,,,,
4158,2016,Johns Hopkins,Malware,326498,Healthcare,,,,
5687,2016,Johns Hopkins,Phishing,179863,Healthcare,,,,
5712,2016,Johns Hopkins,Physical Breach,342314,Healthcare,,,,
6357,2016,Johns Hopkins,Malware,757936,Healthcare,,,,
8461,2016,Johns Hopkins,Password Guessing,918969,Healthcare,,,,
9202,2016,Johns Hopkins,Insider Threat,532689,Healthcare,,,,
9955,2016,Johns Hopkins,Insider Threat,222559,Healthcare,,,,
11085,2016,Johns Hopkins,Password Guessing,549102,Finance,,,,
11756,2016,Johns Hopkins,DDoS Attack,367729,Healthcare,,,,
2684,2017,Johns Hopkins,Phishing,295517,Healthcare,,,,
4672,2017,Johns Hopkins,Physical Breach,204995,Healthcare,,,,
5218,2017,Johns Hopkins,Password Guessing,757770,Healthcare,,,,
6246,2017,Johns Hopkins,Password Guessing,912032,Healthcare,,,,
11932,2017,Johns Hopkins,Password Guessing,322101,Healthcare,,,,
1186,2018,Johns Hopkins,Physical Breach,38480,Healthcare,,,,
1317,2018,Johns Hopkins,Phishing,963046,Healthcare,,,,
1979,2018,Johns Hopkins,Insider Threat,24126,Healthcare,,,,
3158,2018,Johns Hopkins,Malware,697249,Healthcare,,,,
5974,2018,Johns Hopkins,Ransomware,17070,Healthcare,,,,
7319,2018,Johns Hopkins,Ransomware,131159,Healthcare,,,,
7437,2018,Johns Hopkins,Ransomware,8715,Healthcare,,,,
8294,2018,Johns Hopkins,Physical Breach,849580,Healthcare,,,,
10891,2018,Johns Hopkins,Password Guessing,92275,Finance,,,,
11133,2018,Johns Hopkins,DDoS Attack,681532,Technology,,,,
11896,2018,Johns Hopkins,Physical Breach,521295,Retail,,,,
1313,2019,Johns Hopkins,DDoS Attack,461272,Healthcare,,,,
1644,2019,Johns Hopkins,Phishing,171175,Healthcare,,,,
5501,2019,Johns Hopkins,Password Guessing,508018,Healthcare,,,,
7052,2019,Johns Hopkins,Ransomware,363955,Healthcare,,,,
7528,2019,Johns Hopkins,Physical Breach,156733,Healthcare,,,,
7732,2019,Johns Hopkins,DDoS Attack,880620,Healthcare,,,,
8297,2019,Johns Hopkins,DDoS Attack,235662,Healthcare,,,,
8739,2019,Johns Hopkins,Phishing,970014,Healthcare,,,,
10057,2019,Johns Hopkins,Phishing,557368,Government,,,,
5163,2020,Johns Hopkins,Ransomware,606502,Healthcare,,,,
5814,2020,Johns Hopkins,Malware,404523,Healthcare,,,,
6214,2020,Johns Hopkins,Ransomware,511910,Healthcare,,,,
6953,2020,Johns Hopkins,Insider Threat,841916,Healthcare,,,,
7303,2020,Johns Hopkins,Ransomware,590257,Healthcare,,,,
7540,2020,Johns Hopkins,Physical Breach,163124,Healthcare,,,,
